gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSG00000170633.17,3979,3388,4889,4451,4381,4308
ENSG00000089094.20,5313,4682,6382,5011,4986,5205
ENSG00000256742.1,53,59,60,55,60,50
ENSG00000276045.4,1621,1438,1919,1564,1619,1919
ENSG00000139714.12,78,65,103,80,85,98
ENSG00000188735.13,1204,1109,1526,1213,1404,1337
ENSG00000139725.8,285,252,358,231,317,378
ENSG00000212694.8,116,99,105,89,129,120
ENSG00000272849.1,28,16,42,30,28,20
ENSG00000274292.2,4,1,2,5,5,3
ENSG00000139718.12,1956,1738,2469,1875,1870,1957
ENSG00000158104.11,85,79,117,81,89,107
ENSG00000110801.14,527,552,753,593,657,718
ENSG00000158023.10,417,386,499,477,444,451
ENSG00000255856.2,1,3,6,3,2,4
ENSG00000110987.9,5108,4452,6272,5465,5866,5711
ENSG00000256546.4,31,13,23,17,10,11
ENSG00000175727.15,5567,4591,6359,5094,5191,5130
ENSG00000158113.13,102,75,101,60,60,100
ENSG00000176383.9,59,60,88,42,34,48
ENSG00000184047.21,141,116,153,110,102,153
ENSG00000139719.11,2159,1916,2561,2469,2347,2274
ENSG00000130779.22,10356,8151,11660,10233,11199,7975
ENSG00000214760.3,4,1,8,3,1,2
ENSG00000257097.1,6,6,11,5,11,5
ENSG00000289831.1,10,4,7,1,7,4
ENSG00000033030.16,2890,2450,3340,3005,3286,2673
ENSG00000252192.1,2,2,1,3,1,1
ENSG00000111011.18,6135,4875,7357,6348,6435,5766
ENSG00000184445.12,3226,2698,3696,3108,3107,2592
ENSG00000274191.1,2,4,4,5,11,2
ENSG00000182782.8,30,27,13,23,24,23
ENSG00000255398.3,1,1,2,5,4,1
ENSG00000196917.6,86,84,110,151,123,76
ENSG00000139726.11,10295,9183,12434,12295,10831,10506
ENSG00000130783.14,42,27,33,36,57,14
ENSG00000130787.14,2262,1959,2767,2233,2341,2432
ENSG00000139722.7,3036,2864,3817,3483,3428,3567
ENSG00000280138.1,50,32,39,50,58,35
ENSG00000150967.19,296,325,412,352,331,380
ENSG00000111325.16,34,33,41,43,65,36
ENSG00000182196.14,19,18,26,30,24,20
ENSG00000090975.14,659,483,725,615,721,680
ENSG00000051825.15,1433,1216,1644,1281,1321,1236
ENSG00000280120.1,83,69,103,86,94,87
ENSG00000130921.9,1510,1291,1827,1482,1470,1602
ENSG00000111328.7,12298,11384,15065,14346,13220,14662
ENSG00000139697.14,9756,7905,11479,9913,10224,7770
ENSG00000256092.4,92,61,125,91,92,89
ENSG00000183955.14,2119,1774,2552,2136,2312,2115
ENSG00000150977.11,603,548,750,657,653,750
ENSG00000184209.15,925,815,1228,985,991,1127
ENSG00000188026.13,883,729,1091,782,809,958
ENSG00000274427.1,5,5,4,1,7,7
ENSG00000278112.1,18,6,16,20,26,14
ENSG00000247373.3,37,36,41,30,28,26
ENSG00000086598.11,27340,23834,32303,33464,31031,28164
ENSG00000111364.16,1604,1267,1899,1554,1602,1470
ENSG00000111361.13,3125,2864,4021,3374,3383,3354
ENSG00000111358.14,3016,2536,3428,3241,3511,2661
ENSG00000279953.1,13,15,4,10,10,8
ENSG00000278861.1,5,10,6,7,14,6
ENSG00000168778.13,2320,2082,2899,2186,2145,2443
ENSG00000185344.15,3080,2599,3569,3570,3695,3051
ENSG00000197653.16,149,129,184,172,190,127
ENSG00000119242.9,2076,1892,2619,2199,2196,2533
ENSG00000250091.3,335,244,412,318,389,320
ENSG00000270048.1,6,2,2,2,4,4
ENSG00000269997.1,12,6,10,10,21,7
ENSG00000269938.1,9,13,11,12,15,7
ENSG00000270061.1,6,6,8,5,8,5
ENSG00000179195.16,26989,23439,31968,29385,28004,24247
ENSG00000178882.15,4318,4214,5878,5405,5711,5774
ENSG00000275389.1,9,8,12,8,8,12
ENSG00000256596.1,12,8,8,8,12,4
ENSG00000196498.15,9736,8726,12246,8596,8803,10727
ENSG00000073060.17,4392,3459,5408,4893,5123,4697
ENSG00000287242.1,8,12,9,5,5,8
ENSG00000150991.16,77525,69009,94376,78556,78248,83419
ENSG00000150990.9,3385,3488,4469,3284,3409,3863
ENSG00000184992.13,5279,4480,6202,5913,5720,5407
ENSG00000081760.17,6531,5764,7869,6561,6698,6821
ENSG00000279233.1,68,51,52,56,59,44
ENSG00000139364.11,180,128,246,106,151,127
ENSG00000249267.8,15,6,12,14,14,10
ENSG00000256001.3,6,7,7,9,13,10
ENSG00000286791.1,8,6,11,7,4,2
ENSG00000278266.1,29,23,29,24,30,35
ENSG00000181234.10,15,16,35,15,32,18
ENSG00000139370.12,2448,1940,2812,2661,2670,2512
ENSG00000279500.1,25,14,31,34,27,10
ENSG00000274695.1,1,9,9,7,5,12
ENSG00000151948.12,1356,1298,1662,1198,1169,1615
ENSG00000151952.16,1288,1023,1420,837,1056,1196
ENSG00000214039.9,12,6,8,2,4,7
ENSG00000250208.7,11,7,10,7,20,15
ENSG00000111432.5,7,6,11,8,12,10
ENSG00000125207.7,11,5,11,18,11,5
ENSG00000060709.17,753,589,851,345,411,487
ENSG00000256064.1,1,3,1,2,2,1
ENSG00000279905.1,1,3,5,5,1,1
ENSG00000279146.1,5,7,9,2,5,5
ENSG00000111450.15,2409,1928,2745,2045,2069,2107
ENSG00000132341.12,52477,46967,63587,56649,57905,60620
ENSG00000111452.13,202,116,211,128,194,146
ENSG00000280200.1,1,2,6,4,3,2
ENSG00000061936.10,2580,2187,3023,2374,2743,2445
ENSG00000198598.7,43,38,55,11,22,49
ENSG00000177169.10,4947,4406,6433,4787,5318,5708
ENSG00000279283.1,9,5,5,3,15,4
ENSG00000255992.1,9,4,7,5,4,7
ENSG00000177192.14,1666,1531,2149,1663,1840,2091
ENSG00000273568.1,16,8,13,15,10,8
ENSG00000183495.15,5121,4474,6061,5138,5246,4636
ENSG00000291171.1,797,705,1034,819,827,771
ENSG00000279640.1,4,5,7,7,4,5
ENSG00000185163.10,2716,2423,3462,2552,2650,3054
ENSG00000184967.7,2404,2438,3312,2300,2335,3346
ENSG00000256576.3,43,41,54,36,35,36
ENSG00000256312.1,1,3,4,10,9,5
ENSG00000182870.13,11,21,16,19,26,11
ENSG00000274373.1,15,8,27,8,17,21
ENSG00000112787.14,3904,3786,5014,3691,3938,4910
ENSG00000280287.1,83,55,102,75,107,82
ENSG00000279700.1,15,8,9,9,8,6
ENSG00000187848.15,63,60,81,17,32,60
ENSG00000280311.1,3,6,5,2,6,3
ENSG00000177084.19,6085,5469,7653,5689,6030,6141
ENSG00000176894.10,307,287,453,293,270,454
ENSG00000247077.8,6902,6097,8485,6831,7224,8045
ENSG00000201469.1,2,4,3,4,2,1
ENSG00000176915.15,4945,4453,6182,5329,5280,5192
ENSG00000090615.16,3503,2814,3803,3481,3750,2819
ENSG00000072609.18,2199,2053,2667,2291,2408,2334
ENSG00000278949.1,4,2,4,5,5,2
ENSG00000236617.2,9,9,8,3,7,15
ENSG00000250790.4,17,17,21,17,17,19
ENSG00000196458.11,2464,2144,3060,2894,2929,2123
ENSG00000289516.1,19,10,17,4,15,13
ENSG00000198393.8,818,694,1036,858,887,723
ENSG00000198040.11,4388,3434,5041,4564,4490,3559
ENSG00000279817.1,2,2,4,4,1,1
ENSG00000196387.10,455,395,572,548,525,442
ENSG00000214029.6,712,600,752,770,785,596
ENSG00000256223.6,915,806,1068,964,767,802
ENSG00000090612.22,3312,2864,4084,3665,3298,2951
ENSG00000279081.2,6,9,9,6,8,18
ENSG00000280208.1,4,2,13,13,10,10
ENSG00000279730.2,1,4,8,1,2,4
ENSG00000226361.5,3,6,8,3,4,5
ENSG00000228797.2,1,1,4,2,1,2
ENSG00000227879.2,11,17,23,21,10,20
ENSG00000215349.2,5,9,8,11,14,14
ENSG00000215572.2,2,1,1,1,2,5
ENSG00000238132.2,3,5,3,1,4,7
ENSG00000196199.14,3635,3062,4428,3466,3488,3157
ENSG00000226352.2,18,2,15,12,14,4
ENSG00000121390.19,4838,4208,5742,4976,5413,4922
ENSG00000233469.1,7,6,7,3,8,2
ENSG00000132950.19,756,627,814,742,880,611
ENSG00000275964.2,140,159,180,139,147,170
ENSG00000289235.1,5,10,8,17,11,6
ENSG00000121741.17,13255,11169,15445,14006,14359,11238
ENSG00000279951.1,3,8,3,10,4,5
ENSG00000121743.4,33,26,32,53,74,42
ENSG00000165474.8,91,66,111,110,113,92
ENSG00000165475.15,330,239,365,329,366,395
ENSG00000277020.4,7,3,3,9,1,1
ENSG00000032742.18,1237,1154,1622,1376,1304,1235
ENSG00000238286.1,8,10,11,8,5,10
ENSG00000222726.1,4,3,6,4,6,4
ENSG00000278291.1,172,104,197,158,154,174
ENSG00000172458.5,225,220,259,283,261,269
ENSG00000279135.1,8,7,5,11,13,8
ENSG00000150456.11,542,474,698,637,620,688
ENSG00000275485.1,1,3,4,1,3,3
ENSG00000132953.18,4524,3609,5000,4719,4776,3770
ENSG00000233780.4,2,1,5,1,2,1
ENSG00000213621.3,99,145,175,143,120,166
ENSG00000150457.9,4028,3503,4437,5239,4762,4189
ENSG00000180172.7,1,3,1,2,2,8
ENSG00000150459.13,9667,8890,12182,10998,10991,11727
ENSG00000165480.16,2065,1806,2469,2019,1899,2039
ENSG00000173141.5,2520,2173,3144,2740,2727,3169
ENSG00000290911.1,17,12,11,13,15,16
ENSG00000291046.1,228,186,255,300,269,176
ENSG00000224429.10,36,31,50,39,60,41
ENSG00000180776.17,15060,12402,16582,19583,16302,13300
ENSG00000289814.1,17,17,14,9,18,11
ENSG00000236953.1,14,7,7,5,13,9
ENSG00000165487.14,3800,3146,4409,4070,3998,3505
ENSG00000226525.5,66,70,91,68,113,129
ENSG00000289860.1,36,36,32,25,22,41
ENSG00000102678.7,852,717,965,401,454,727
ENSG00000276476.4,677,657,923,662,708,610
ENSG00000232187.1,38,17,27,22,12,24
ENSG00000262619.4,21,16,32,27,9,16
ENSG00000262198.2,52,54,77,42,57,56
ENSG00000234685.1,6,11,20,5,6,12
ENSG00000289217.2,5,2,4,1,5,1
ENSG00000102683.8,7,5,8,5,11,3
ENSG00000151835.17,4251,3657,4775,3971,3884,3085
ENSG00000232977.7,72,68,75,53,61,60
ENSG00000289688.1,2,3,10,6,9,5
ENSG00000127863.16,7758,6553,9128,7936,8774,6940
ENSG00000027001.10,3151,2948,3775,3205,3248,3050
ENSG00000205861.13,20,13,17,12,17,14
ENSG00000205863.12,2,1,2,2,8,2
ENSG00000273167.1,8,2,4,9,12,9
ENSG00000182957.16,1786,1413,2036,1771,1902,1462
ENSG00000228741.2,45,51,59,73,66,45
ENSG00000225674.1,18,18,26,26,34,22
ENSG00000102699.6,6546,5480,7775,7878,8115,6124
ENSG00000288103.1,1,2,2,4,3,1
ENSG00000075673.12,370,108,319,175,598,264
ENSG00000287887.1,6,1,5,4,1,2
ENSG00000151849.16,1679,1498,2000,1679,1731,1447
ENSG00000291041.1,17,18,27,33,27,16
ENSG00000232858.1,6,8,7,3,16,13
ENSG00000165566.13,19,18,17,19,13,11
ENSG00000235315.2,3,1,2,2,4,4
ENSG00000139505.13,4176,3548,4898,4818,4494,4055
ENSG00000260509.2,1,4,2,3,6,2
ENSG00000139496.18,7048,5546,7897,7533,7500,5858
ENSG00000132932.19,813,541,830,967,1085,707
ENSG00000289125.1,13,6,11,15,19,18
ENSG00000180730.5,1152,874,1277,1068,1003,1424
ENSG00000127870.17,3051,2459,3467,3463,3373,2613
ENSG00000277368.2,10,8,3,7,4,13
ENSG00000132964.13,3958,3269,4447,3767,3714,3599
ENSG00000132970.14,4639,3994,5395,4946,4716,4190
ENSG00000234031.1,47,32,31,40,52,49
ENSG00000132975.8,3,1,6,3,5,4
ENSG00000152484.14,4696,3708,5243,4732,4385,3690
ENSG00000230641.1,1,1,2,8,2,1
ENSG00000122026.11,60687,54004,74005,65979,64517,71120
ENSG00000122035.7,696,622,851,760,756,824
ENSG00000229609.1,3,4,6,4,1,3
ENSG00000122034.17,9207,8878,11655,10044,9213,10413
ENSG00000122033.15,1575,1370,1929,1835,1677,1586
ENSG00000289827.1,16,27,41,30,28,27
ENSG00000139517.9,6643,5706,7344,7387,6856,5910
ENSG00000186184.20,10402,9269,12971,11824,11239,11214
ENSG00000247381.3,84,59,90,85,76,78
ENSG00000139515.6,12255,10195,14272,10333,11422,12912
ENSG00000180389.7,23,27,32,22,41,44
ENSG00000260704.1,291,254,368,321,297,360
ENSG00000165556.10,13134,10921,15571,16560,16722,15350
ENSG00000183463.7,137,90,147,289,330,231
ENSG00000122025.15,11,12,28,15,14,9
ENSG00000261485.1,49,35,63,45,40,48
ENSG00000152520.14,3476,2856,4065,3861,3788,3032
ENSG00000232587.1,11,12,12,11,12,19
ENSG00000102755.13,531,311,519,353,464,385
ENSG00000235472.1,7,9,8,6,13,10
ENSG00000132963.9,8607,7859,10901,10244,9185,9704
ENSG00000139508.15,266,216,272,235,229,264
ENSG00000233588.1,15,25,17,22,26,26
ENSG00000132938.22,948,877,1124,643,654,763
ENSG00000179141.9,2,1,2,3,3,2
ENSG00000139514.13,11156,9736,13387,11167,11659,11219
ENSG00000122042.10,7576,6158,8139,8485,6860,6304
ENSG00000224511.2,11,4,20,21,14,12
ENSG00000232117.2,7,5,10,1,3,1
ENSG00000102781.14,1680,1417,1916,1495,1315,1289
ENSG00000236444.5,1,1,7,2,6,4
ENSG00000189403.15,44430,37124,52481,46118,43487,43841
ENSG00000132952.12,2028,1667,2381,2106,2365,1908
ENSG00000132965.10,11,5,12,8,2,7
ENSG00000102802.10,2,1,1,4,3,3
ENSG00000175664.10,9,7,24,1,4,8
ENSG00000120694.20,19453,16677,23223,20154,19413,18540
ENSG00000187676.8,1074,928,1168,1174,1276,1052
ENSG00000073910.23,418,327,390,289,343,270
ENSG00000279314.1,2,4,5,3,4,5
ENSG00000139618.18,1459,1239,1705,1475,1442,1052
ENSG00000139597.18,348,250,388,276,265,272
ENSG00000244754.9,4105,3501,4767,4186,4287,3580
ENSG00000229800.1,1,2,1,1,1,3
ENSG00000281026.1,41,24,28,37,41,29
ENSG00000083642.19,4685,3616,5544,4590,4747,3787
ENSG00000277151.1,8,17,12,17,9,11
ENSG00000133116.8,57,27,47,16,8,22
ENSG00000133121.21,517,353,538,473,572,423
ENSG00000236581.9,13,5,9,12,17,12
ENSG00000230490.4,7,5,8,15,6,5
ENSG00000288767.2,33,17,29,37,50,45
ENSG00000133119.13,3485,3046,4155,3694,3364,3333
ENSG00000276672.1,107,73,129,93,98,73
ENSG00000280431.1,1,2,2,2,6,1
ENSG00000271850.2,1,3,8,2,1,1
ENSG00000225179.2,14,4,10,2,6,5
ENSG00000172915.20,2103,1430,2197,1266,1376,1386
ENSG00000133083.15,657,564,840,748,655,764
ENSG00000120669.16,252,214,259,235,215,233
ENSG00000250709.1,67,87,117,106,94,67
ENSG00000242715.8,460,350,504,538,541,409
ENSG00000133104.14,14277,11150,16355,20183,19778,14273
ENSG00000120664.11,95,63,112,196,215,108
ENSG00000133101.10,183,152,164,395,424,334
ENSG00000180440.4,155,146,173,131,148,189
ENSG00000133111.4,631,537,754,660,628,661
ENSG00000120693.15,1093,698,1098,836,868,810
ENSG00000236711.2,5,3,1,1,7,2
ENSG00000226161.1,14,9,13,27,15,29
ENSG00000120697.10,2528,2430,3125,3151,3044,2752
ENSG00000120699.14,3527,3021,4127,3582,3739,3766
ENSG00000102710.21,3992,3338,4796,4434,4900,3714
ENSG00000133110.15,380,228,340,1238,1869,835
ENSG00000133107.15,500,406,548,742,730,544
ENSG00000287477.1,32,24,30,28,50,43
ENSG00000274317.2,14,7,15,24,23,10
ENSG00000223685.8,50,41,48,46,60,52
ENSG00000120686.12,5499,4493,6211,6914,6811,5401
ENSG00000150893.11,7416,5858,8053,7872,8153,5899
ENSG00000235550.1,13,12,13,10,10,7
ENSG00000133115.12,4,5,2,17,10,4
ENSG00000120685.20,7927,6141,9381,8222,8934,7334
ENSG00000188811.14,1320,1075,1488,1412,1427,1192
ENSG00000183722.9,105,58,100,125,109,96
ENSG00000133103.17,2209,1701,2377,2329,2477,1798
ENSG00000215483.12,21,34,32,21,24,21
ENSG00000150907.10,1357,1168,1626,1499,1278,1207
ENSG00000102738.8,1555,1469,1929,1798,1608,1627
ENSG00000102743.16,4291,3699,4787,4882,4828,4479
ENSG00000290476.1,5,4,3,7,6,5
ENSG00000168852.14,2,1,1,4,1,2
ENSG00000176268.5,10,5,7,9,7,3
ENSG00000287837.1,77,78,100,105,109,89
ENSG00000290464.1,11,5,8,10,17,11
ENSG00000120690.16,5505,4451,6295,6856,6694,4836
ENSG00000229473.2,7,4,5,5,12,3
ENSG00000120688.9,1775,1419,2062,1648,1856,1525
ENSG00000165572.8,2850,2353,3322,2892,2507,2601
ENSG00000278390.7,49,58,85,56,64,58
ENSG00000215482.3,22,16,33,23,28,38
ENSG00000120696.9,1962,1727,2322,2125,1846,1943
ENSG00000120662.16,506,435,565,531,528,465
ENSG00000277662.1,23,16,24,37,24,18
ENSG00000172766.19,1675,1317,1832,1512,1731,1438
ENSG00000214222.2,58,58,65,58,45,65
ENSG00000102760.13,17,18,16,19,18,21
ENSG00000288598.2,2,7,7,8,10,8
ENSG00000102763.18,3130,2748,3639,3484,3317,2803
ENSG00000278338.4,5,10,11,10,8,9
ENSG00000102780.17,811,679,848,924,896,604
ENSG00000231530.1,12,8,10,6,9,4
ENSG00000237263.1,12,5,15,12,21,9
ENSG00000023516.9,6365,5101,7027,7111,6733,4609
ENSG00000179813.7,2,2,3,3,1,1
ENSG00000133106.15,1222,1067,1510,1047,1136,960
ENSG00000120675.6,5346,4887,6561,6499,5940,5285
ENSG00000120658.14,445,400,478,583,474,493
ENSG00000287029.1,8,8,3,7,6,12
ENSG00000151773.13,496,393,510,498,420,397
ENSG00000179630.11,724,525,751,874,754,621
ENSG00000179611.3,25,23,39,21,20,31
ENSG00000226519.4,1,1,3,2,2,2
ENSG00000227258.7,17,27,18,23,14,10
ENSG00000151778.11,152,164,194,121,159,171
ENSG00000237361.5,36,25,61,31,38,46
ENSG00000102804.16,12059,10014,14073,10832,11713,11441
ENSG00000278156.2,20,14,23,19,17,23
ENSG00000230793.1,6,9,6,5,5,10
ENSG00000083635.8,2299,2121,2837,2330,2325,2187
ENSG00000133114.18,3064,2550,3502,3367,3030,2729
ENSG00000188342.13,3884,3201,4513,3817,3838,3469
ENSG00000133112.17,160723,147793,198341,199861,176252,193389
ENSG00000170919.16,600,478,772,608,597,595
ENSG00000214455.4,4,3,5,5,7,2
ENSG00000174032.17,1795,1320,1962,1645,1683,1632
ENSG00000136152.15,2077,1741,2215,2149,2482,1745
ENSG00000165837.12,9,6,3,3,6,3
ENSG00000174015.10,4,2,2,1,2,2
ENSG00000215475.5,87,85,112,65,79,93
ENSG00000123200.17,13326,10778,15946,13508,13051,11559
ENSG00000235903.11,45,53,38,45,47,46
ENSG00000080618.17,5,13,6,8,3,8
ENSG00000136167.15,7297,3446,7037,8838,8622,4336
ENSG00000173988.14,2,1,1,2,3,1
ENSG00000102445.20,192,131,184,69,63,132
ENSG00000277228.1,2,2,1,2,5,2
ENSG00000136141.15,3039,2695,3666,3494,3307,2698
ENSG00000139684.15,10160,9486,12592,10664,9738,10607
ENSG00000102468.11,2,1,5,3,5,2
ENSG00000136143.16,6450,5597,7534,7105,6678,6116
ENSG00000234145.1,14,16,15,17,20,30
ENSG00000260388.2,56,36,37,62,43,46
ENSG00000227848.1,7,8,9,17,9,12
ENSG00000136159.4,3992,3386,4920,4541,4413,3987
ENSG00000276968.1,3,4,1,1,1,2
ENSG00000136146.15,3640,2947,4271,3800,3832,3402
ENSG00000136156.15,15187,12187,16707,18094,16698,14845
ENSG00000231473.5,4,5,13,9,9,5
ENSG00000139687.16,3482,2914,4091,4032,3671,3204
ENSG00000177197.7,1,3,5,8,9,9
ENSG00000139679.16,523,499,655,835,741,589
ENSG00000136161.13,342,294,467,290,260,350
ENSG00000152207.8,77,113,132,16,43,44
ENSG00000225131.2,116,111,151,110,134,110
ENSG00000275202.1,59,61,70,45,51,67
ENSG00000102531.16,11983,9453,13174,12483,12927,9674
ENSG00000235957.1,20,25,17,15,10,33
ENSG00000288743.1,41,32,58,38,54,40
ENSG00000102543.14,539,454,646,586,594,551
ENSG00000102547.19,1591,1449,2040,1871,1707,1691
ENSG00000136169.17,581,534,780,606,674,522
ENSG00000136147.18,433,372,577,455,446,412
ENSG00000136144.12,5899,4391,6575,6174,6300,4883
ENSG00000123179.14,3608,3054,4108,3913,3912,3938
ENSG00000102753.10,15232,12872,17644,16482,14957,14250
ENSG00000276436.1,10,13,10,19,15,9
ENSG00000123178.16,669,551,740,756,744,615
ENSG00000231607.15,296,245,317,257,199,216
ENSG00000204977.10,3249,2628,3610,3571,3334,2895
ENSG00000198553.9,17,10,16,14,12,16
ENSG00000176124.15,457,389,528,405,351,379
ENSG00000274270.1,10,14,9,12,8,16
ENSG00000232150.3,28,19,18,14,22,24
ENSG00000286191.1,17,10,10,7,2,10
ENSG00000186047.11,49,40,56,40,23,37
ENSG00000233672.9,25,8,27,10,6,10
ENSG00000136104.21,2345,2191,2808,2249,2139,2359
ENSG00000150510.17,32,17,35,15,28,45
ENSG00000253309.7,11,2,13,12,7,5
ENSG00000102786.15,3447,2713,3864,4016,3893,2931
ENSG00000236778.9,44,40,45,41,42,50
ENSG00000139668.9,2052,1660,2366,2001,2076,1779
ENSG00000102796.12,202,165,221,220,214,214
ENSG00000231856.4,53,61,95,73,69,71
ENSG00000281106.4,17,13,22,17,25,12
ENSG00000232872.2,52,40,68,59,65,37
ENSG00000279677.1,5,1,4,3,8,1
ENSG00000123191.17,8096,6702,9316,9335,10113,7317
ENSG00000236044.1,1,1,2,6,3,5
ENSG00000253710.5,1127,922,1209,1325,1324,921
ENSG00000197168.14,192,200,242,217,221,202
ENSG00000273523.1,17,6,14,16,13,13
ENSG00000136098.18,2118,1736,2475,2507,2507,1906
ENSG00000291010.1,17,10,8,19,20,9
ENSG00000136114.17,67,32,72,104,96,51
ENSG00000136100.14,3530,3111,4208,4150,3859,3178
ENSG00000278238.2,61,54,61,63,55,64
ENSG00000136108.15,9954,7822,11382,10258,9784,9320
ENSG00000235660.2,10,18,17,15,10,8
ENSG00000273784.5,54,52,63,82,58,59
ENSG00000250299.7,20,30,33,15,20,29
ENSG00000273723.2,29,12,29,33,30,28
ENSG00000165416.15,4706,3933,5769,5147,5015,4642
ENSG00000136110.13,22,18,18,15,17,19
ENSG00000136099.13,7,5,9,5,6,8
ENSG00000234787.9,1,1,3,1,1,1
ENSG00000136149.6,406,296,455,400,549,592
ENSG00000287460.1,20,16,18,22,24,30
ENSG00000277047.5,1,1,1,2,2,2
ENSG00000288765.1,264,249,288,158,167,168
ENSG00000118946.12,3523,2976,4007,2152,1813,2952
ENSG00000139734.19,3368,2991,4172,3542,3333,3129
ENSG00000238213.1,4,4,2,3,3,3
ENSG00000083544.16,1745,1560,2158,1798,1718,1627
ENSG00000280165.2,51,42,50,60,33,57
ENSG00000214269.3,9,18,13,13,12,9
ENSG00000236565.3,98,78,91,80,95,100
ENSG00000184226.15,274,240,323,197,234,221
ENSG00000232380.1,3,2,4,3,5,2
ENSG00000150361.12,14,17,17,9,3,9
ENSG00000226846.2,12,6,10,8,13,12
ENSG00000276644.5,1169,878,1180,806,652,796
ENSG00000236534.1,30,22,49,29,57,48
ENSG00000204899.6,2384,1795,2636,2772,1954,2192
ENSG00000136122.18,1190,1076,1418,1142,1204,1022
ENSG00000083520.15,8391,7480,10139,9497,8931,7464
ENSG00000083535.16,2812,2400,3360,2894,3006,2557
ENSG00000102554.14,33532,28022,38102,38610,34765,31417
ENSG00000236972.2,13,17,20,8,14,14
ENSG00000279754.1,3,3,2,3,2,2
ENSG00000224853.3,27,43,43,42,40,21
ENSG00000118922.19,2138,1604,2358,1578,1722,1520
ENSG00000136111.14,2664,2188,3102,2431,2462,2270
ENSG00000188243.14,3567,2994,4220,3763,3682,3926
ENSG00000118939.19,597,571,703,757,630,656
ENSG00000261553.5,14,6,12,15,13,14
ENSG00000261105.6,8,7,6,2,2,2
ENSG00000136153.20,2305,2025,2743,2393,2207,2181
ENSG00000285572.2,21,8,17,25,25,16
ENSG00000178695.6,14241,12359,16013,12814,11032,11068
ENSG00000278727.1,55,49,79,34,58,64
ENSG00000233873.1,20,24,26,13,33,37
ENSG00000228002.2,9,11,9,10,14,10
ENSG00000102805.16,337,342,427,447,366,354
ENSG00000283208.2,6,2,13,5,3,3
ENSG00000005812.11,1579,1238,1618,1756,1575,1310
ENSG00000005810.20,3217,2471,3515,3316,3559,2523
ENSG00000136155.17,100,103,141,110,125,83
ENSG00000139737.23,2990,2782,3414,3414,2912,3292
ENSG00000225579.2,6,5,8,3,8,5
ENSG00000136160.17,15,2,6,24,35,10
ENSG00000152192.8,29,25,44,56,51,37
ENSG00000152193.8,2745,2286,3101,3242,3079,2526
ENSG00000230584.1,4,2,4,2,3,5
ENSG00000139746.16,6707,5748,7882,6783,6800,6092
ENSG00000227354.7,135,134,155,194,217,148
ENSG00000102471.16,7056,5720,8147,10335,8978,7446
ENSG00000227676.4,6,7,6,9,15,9
ENSG00000284196.3,7,8,11,9,4,11
ENSG00000285684.1,6,6,1,9,1,1
ENSG00000136158.12,6012,4924,7025,7958,7689,7477
ENSG00000293057.1,67,83,77,73,71,88
ENSG00000286385.1,17,14,16,29,23,10
ENSG00000178235.8,38,36,62,34,33,54
ENSG00000288016.3,39,38,37,39,47,36
ENSG00000184564.11,2788,2614,3347,1307,1245,2166
ENSG00000165300.8,103,74,94,68,61,104
ENSG00000229557.1,2,2,3,2,4,2
ENSG00000215417.14,87,59,70,68,82,54
ENSG00000179399.16,259,177,245,261,262,248
ENSG00000278177.1,11,8,17,12,15,14
ENSG00000183098.12,12716,10324,14155,12756,11821,11777
ENSG00000080166.16,3,4,7,3,3,5
ENSG00000289878.1,6,3,5,4,2,3
ENSG00000088451.11,1413,1096,1661,1506,1687,1310
ENSG00000152749.8,1292,1056,1409,1392,1203,1020
ENSG00000227640.5,354,355,455,172,164,227
ENSG00000125285.6,568,572,766,289,231,386
ENSG00000235768.1,1,2,2,2,2,2
ENSG00000252335.1,14,7,8,11,21,8
ENSG00000125257.16,10975,9458,12914,15086,14907,11293
ENSG00000223298.1,11,7,16,14,14,7
ENSG00000134873.10,12,12,29,12,20,13
ENSG00000134874.18,2717,2293,3197,2884,3025,2977
ENSG00000247400.6,184,184,244,224,195,182
ENSG00000102580.15,8922,7624,10242,11194,10016,8103
ENSG00000102595.22,3396,2926,4215,5022,4980,3196
ENSG00000185352.10,753,560,817,1085,1263,821
ENSG00000165621.9,47,52,58,61,40,45
ENSG00000139793.21,3012,2339,3332,3716,3662,2459
ENSG00000286334.1,2,1,3,3,2,6
ENSG00000286416.1,25,17,17,20,19,12
ENSG00000125249.7,6009,4756,6568,7099,6056,5370
ENSG00000276573.1,2,1,1,2,3,1
ENSG00000276704.1,2,1,4,4,3,1
ENSG00000065150.21,42411,37801,50705,42674,40715,39342
ENSG00000152767.17,13838,12308,17040,13689,12234,13414
ENSG00000102572.15,8419,7585,10631,9017,8277,8620
ENSG00000224418.1,8,9,9,10,11,6
ENSG00000233662.1,2,1,1,1,4,2
ENSG00000088386.17,18,20,18,26,25,11
